category,bank_slug,subject,course_semester,unit,unit_title,topic,question,option_a,option_b,option_c,option_d,correct_answer,marks,difficulty,bloom_level,co_mapping,tags
Common Engineering,engineering-mechanics,Engineering Mechanics,B.Tech / Foundation,5,Dynamics,Dynamics,"In Engineering Mechanics, what does ""Work-energy principle""?",The net force on a body equals mass times acceleration.,The time rate of change of displacement.,A single force equivalent to the combined effect of a system of forces.,The net work done on a particle equals its change in kinetic energy.,D,1,Hard,Analyze,CO5,"preloaded,engineering-mechanics,dynamics"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,1,C Fundamentals,C Fundamentals,"Which description best matches ""Variable""?",A named storage location whose value can change during program execution.,Memory obtained at run time using functions such as malloc and released using free.,A multi-way selection construct based on an integral or enumeration expression.,A named reusable block of code that may receive parameters and return a value.,A,1,Easy,Remember,CO1,"preloaded,programming-in-c,c-fundamentals"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,1,C Fundamentals,C Fundamentals,"Which term is best described as: ""A classification that determines the kind of value and operations permitted.""",Data type,Dynamic memory,if statement,String,A,1,Medium,Understand,CO1,"preloaded,programming-in-c,c-fundamentals"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,1,C Fundamentals,C Fundamentals,"In Programming in C, what does ""Operator""?",A selection statement that executes code conditionally.,A contiguous collection of elements of the same type.,A multi-way selection construct based on an integral or enumeration expression.,A symbol that performs an operation on one or more operands.,D,1,Hard,Analyze,CO1,"preloaded,programming-in-c,c-fundamentals"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,2,Control Flow,Control Flow,"Which description best matches ""if statement""?","In C, a character array terminated by the null character.",A named reusable block of code that may receive parameters and return a value.,A selection statement that executes code conditionally.,A contiguous collection of elements of the same type.,C,1,Easy,Remember,CO2,"preloaded,programming-in-c,control-flow"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,2,Control Flow,Control Flow,"Which term is best described as: ""A loop commonly used when initialization, condition and update are known.""",for loop,if statement,Recursion,switch statement,A,1,Medium,Understand,CO2,"preloaded,programming-in-c,control-flow"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,2,Control Flow,Control Flow,"In Programming in C, what does ""switch statement""?",A contiguous collection of elements of the same type.,A multi-way selection construct based on an integral or enumeration expression.,A named storage location whose value can change during program execution.,Memory obtained at run time using functions such as malloc and released using free.,B,1,Hard,Analyze,CO2,"preloaded,programming-in-c,control-flow"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,3,Functions and Recursion,Functions and Recursion,"Which description best matches ""Function""?","An array organized with two indices, commonly used to represent a matrix.",A classification that determines the kind of value and operations permitted.,A contiguous collection of elements of the same type.,A named reusable block of code that may receive parameters and return a value.,D,1,Easy,Remember,CO3,"preloaded,programming-in-c,functions-and-recursion"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,3,Functions and Recursion,Functions and Recursion,"Which term is best described as: ""A technique in which a function calls itself on a smaller subproblem.""",String,Pointer,Recursion,switch statement,C,1,Medium,Understand,CO3,"preloaded,programming-in-c,functions-and-recursion"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,3,Functions and Recursion,Functions and Recursion,"In Programming in C, what does ""Scope""?",The region of a program in which an identifier is visible.,A contiguous collection of elements of the same type.,A technique in which a function calls itself on a smaller subproblem.,A symbol that performs an operation on one or more operands.,A,1,Hard,Analyze,CO3,"preloaded,programming-in-c,functions-and-recursion"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,4,Arrays and Strings,Arrays and Strings,"Which description best matches ""Array""?",A multi-way selection construct based on an integral or enumeration expression.,A symbol that performs an operation on one or more operands.,A contiguous collection of elements of the same type.,A named reusable block of code that may receive parameters and return a value.,C,1,Easy,Remember,CO4,"preloaded,programming-in-c,arrays-and-strings"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,4,Arrays and Strings,Arrays and Strings,"Which term is best described as: ""In C, a character array terminated by the null character.""",for loop,String,Two-dimensional array,switch statement,B,1,Medium,Understand,CO4,"preloaded,programming-in-c,arrays-and-strings"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,4,Arrays and Strings,Arrays and Strings,"In Programming in C, what does ""Two-dimensional array""?",A named reusable block of code that may receive parameters and return a value.,A technique in which a function calls itself on a smaller subproblem.,A symbol that performs an operation on one or more operands.,"An array organized with two indices, commonly used to represent a matrix.",D,1,Hard,Analyze,CO4,"preloaded,programming-in-c,arrays-and-strings"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,5,Pointers and Structures,Pointers and Structures,"Which description best matches ""Pointer""?",A multi-way selection construct based on an integral or enumeration expression.,A variable that stores a memory address.,A symbol that performs an operation on one or more operands.,A technique in which a function calls itself on a smaller subproblem.,B,1,Easy,Remember,CO5,"preloaded,programming-in-c,pointers-and-structures"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,5,Pointers and Structures,Pointers and Structures,"Which term is best described as: ""A user-defined type that groups variables of possibly different types.""",Dynamic memory,Structure,Variable,if statement,B,1,Medium,Understand,CO5,"preloaded,programming-in-c,pointers-and-structures"
CSE / IT Core,programming-in-c,Programming in C,B.Tech CSE/IT,5,Pointers and Structures,Pointers and Structures,"In Programming in C, what does ""Dynamic memory""?",Memory obtained at run time using functions such as malloc and released using free.,A variable that stores a memory address.,A user-defined type that groups variables of possibly different types.,A classification that determines the kind of value and operations permitted.,A,1,Hard,Analyze,CO5,"preloaded,programming-in-c,pointers-and-structures"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,1,Linear Structures,Linear Structures,"Which description best matches ""Stack""?",A search technique for sorted data that repeatedly halves the search interval.,A tree in which each node has at most two children.,"A linear structure that follows last-in, first-out order.",A graph traversal that explores as deeply as possible before backtracking.,C,1,Easy,Remember,CO1,"preloaded,data-structures,linear-structures"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,1,Linear Structures,Linear Structures,"Which term is best described as: ""A linear structure that commonly follows first-in, first-out order.""",Tree traversal,Binary search tree,Linked list,Queue,D,1,Medium,Understand,CO1,"preloaded,data-structures,linear-structures"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,1,Linear Structures,Linear Structures,"In Data Structures, what does ""Linked list""?","A linear structure that commonly follows first-in, first-out order.",A sequence of nodes connected through links rather than contiguous storage.,A complete binary tree satisfying a heap-order property.,A set of vertices connected by edges.,B,1,Hard,Analyze,CO1,"preloaded,data-structures,linear-structures"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,2,Trees,Trees,"Which description best matches ""Binary tree""?",A function that maps a key to an index or bucket.,A tree in which each node has at most two children.,An abstract data type that removes elements according to priority rather than arrival time.,The operation of restoring the heap property in a subtree or array representation.,B,1,Easy,Remember,CO2,"preloaded,data-structures,trees"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,2,Trees,Trees,"Which term is best described as: ""A binary tree ordered so keys in the left subtree are smaller and keys in the right subtree are larger.""",Binary search,Binary search tree,Breadth-first search,Heapify,B,1,Medium,Understand,CO2,"preloaded,data-structures,trees"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,2,Trees,Trees,"In Data Structures, what does ""Tree traversal""?",A systematic method for visiting every node of a tree.,A binary tree ordered so keys in the left subtree are smaller and keys in the right subtree are larger.,A set of vertices connected by edges.,A situation where two different keys map to the same hash location.,A,1,Hard,Analyze,CO2,"preloaded,data-structures,trees"
CSE / IT Core,data-structures,Data Structures,B.Tech CSE/IT,3,Heaps and Priority Queues,Heaps and Priority Queues,"Which description best matches ""Heap""?",A complete binary tree satisfying a heap-order property.,An abstract data type that removes elements according to priority rather than arrival time.,A graph traversal that explores as deeply as possible before backtracking.,A set of vertices connected by edges.,A,1,Easy,Remember,CO3,"preloaded,data-structures,heaps-and-priority-queues"
